"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"Japanese",,"Proverb","When the character of a man is not clear to you, look at his friends.",,,,,4/13/2015 0:00:00,154
,"English",,"Proverb","A full cup must be carried steadily.",,,,,,155
,"English",,"Proverb","Don't fall before you're pushed.",,,,,,156
,"Danish",,"Proverb","He who would leap high must take a long run.",,,,,,157
,"Czech",,"Proverb","Do not protect yourself by a fence, but rather by your friends.",,,,,,158
,"Chinese",,"Proverb","Do not remove a fly from your friend's forehead with a hatchet.",,,,,2/22/2021 0:00:00,159
,"Chinese",,"Proverb","Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for a lifetime.",,,,,,160
,"Chinese",,"Proverb","He who asks is a fool for five minutes, but he who does not ask remains a fool forever.",,,,,3/1/2022 0:00:00,161
,"Chinese",,"Proverb","Teachers open the door. You enter by yourself.",,,,,8/31/2015 0:00:00,162
,"Oriental",,"Proverb","If you wish your merit to be known, acknowledge that of other people.",,,,,5/26/2015 0:00:00,163
,,,"Colette","We only do well the things we like doing.",,,,"Colette, Sidonie Gabrielle (pseud. Colette).  French novelist; wrote novels ""L'Envers du music-hall"" 1913, ""Cheri"" 1920, ""La Fin de Cheri"" 1926, ""Gigi"" 1945",,164
,"Carl",,"Sandburg","Time is the coin of your life. It is the only coin you have, and only you can determine how it will be spent. Be careful lest you let other people spend it for you.",,,,,6/1/2015 0:00:00,165
,,,"Theophrastus","Time is the most valuable thing a man can spend.",,"Theophrastus (300 BC - 287 BC), from Diogenes Laertius, Lives of Eminent Philosophers",,,6/8/2015 0:00:00,168
,"Alexandre",,"Dumas","Men who are truly generous are always ready to be compassionate when the misfortune of their enemy surpasses the limits of their hatred.",,"The Count of Monte Cristo",,,,169
,"Johann","Wolfgang","Goethe (von)","When ideas fail, words come in very handy.",,,,"Goethe lived 1749 - 1832.",5/15/2021 0:00:00,170
,"Antoine","de","Saint-Exupery","Love is not just looking at each other, it's looking in the same direction.",1939,"Wind, Sand and Stars, 1939",,"Saint-Exupery lived 1900 - 1944",7/9/2018 0:00:00,171
,"Albert",,"Camus","If, after all, men cannot always make history have meaning, they can always act so that their own lives have one.",,,,"Camus lived 1913 - 1960",4/12/2021 0:00:00,172
,,,"Confucius","Everything has beauty, but not everyone sees it.",,,,"Confucius lived 551 BC - 479 BC",,173
,"Ralph","Waldo","Emerson","People seem not to see that their opinion of the world is also a confession of their character.",,,,"Emerson lived 1803 - 1882",7/23/2018 0:00:00,174
,"Jacques",,"Deval","God loved the birds and invented trees. Man loved the birds and invented cages.",,,,,3/29/2021 0:00:00,175
,"Abraham",,"Lincoln","How many legs does a dog have if you count his tail as a leg? Four. You can call a tail a leg if you want to, but that doesn't make it a leg.",,,,"Lincoln lived 1809 - 1865",12/18/2017 0:00:00,176
,"Dumas",,"Alexandre","There is neither happiness nor misery in the world; there is only the comparison of one state with another, nothing more.  He who has felt the deepest grief is best able to experience supreme happiness. We must have felt what it is to die, Morrel, that we may appreciate the enjoyments of living.",,"The Count of Monte Cristo, Dante's letter to Morrell at the end of the book",,,,177
,"Dumas",,"Alexandre","…until the day when God shall deign to reveal the future to man, all human wisdom is summed up in these two words, -- `Wait and hope.'",,"The Count of Monte Cristo, Dante's letter to Morrell at the end of the book",,,,178
,"Will",,"Rogers","Half our life is spent trying to find something to do with the time we have rushed through life trying to save.",1930,"Will Rogers (1879 - 1935), New York Times, Apr. 29, 1930",,,,179
,"John","Maynard","Keynes","The avoidance of taxes is the only intellectual pursuit that carries any reward.",,,,"Keynes lived 1883 - 1946",,180
,,,"Saki","A little inaccuracy sometimes saves tons of explanation.",1924,"""The Square Egg""",,"Saki, 12-18-1870 to 11-13-1916, was the pen name of British author Hector Hugh Munro, whose witty and sometimes macabre stories satirised Edwardian society and culture.",1/2/2018 0:00:00,181
,"George","S.","Patton","Don't tell people how to do things. Tell them what to do and let them surprise you with their results.",,,,"Patton lived 1885 - 1945",,182
,"Alfred",,"Korzybski","There are two ways to slide easily through life; to believe everything or to doubt everything. Both ways save us from thinking.",,,,"Korzybski, 1879 - 1950, was a US (Polish-born) author, logician, & scientist; founder of general semantics",4/26/2021 0:00:00,183
,"Stephen",,"Covey","We are not human beings on a spiritual journey. We are spiritual beings on a human journey.",,,,,,184
,"Charles","F.","Kettering","A problem well stated is a problem half solved.",,,,"(1876 - 1958) US electrical engineer & inventor; invented self-starting automobile ignition system.",,185
,"Charles","F.","Kettering","Keep on going and the chances are you will stumble on something, perhaps when you are least expecting it. I have never heard of anyone stumbling on something sitting down.",,,,"(1876 - 1958)  US electrical engineer & inventor; invented self-starting automobile ignition system.",12/10/2018 0:00:00,186
,"Ian",,"Percy","We judge others by their behavior. We judge ourselves by our intentions.",,,,"In an Evergreen leadership class they quoted a variation: ""We judge ourselves by our intentions; others judge us by our behaviors. We don't see our behavior, others don't see our intentions.""",4/11/2016 0:00:00,187
,"Napoleon",,"Bonaparte","A leader is a dealer in hope.",,"Bloomberg daily quote",,,,188
,"Ronald",,"Reagan","To sit back hoping that someday, someway, someone will make things right is to go on feeding the crocodile, hoping he will eat you last--but eat you he will.",,,,,,189
,"P.","J.","O'Rourke","A little government and a little luck are necessary in life, but only a fool trusts either of them.",,,,,,190
,"Edward",,"Abbey","Anarchism is founded on the observation that since few men are wise enough to rule themselves, even fewer are wise enough to rule others.",,,,,,191
,"John",,"Wayne","Courage is being scared to death - but saddling up anyway.",,,,,,192
,"Marilyn",,"Ferguson","your fears are a treasure house of self-knowledge if you explore them.",,,,,,193
,"Anais",,"Nin","We don't see things as they are, we see things as we are.",,"Bloomberg QoD 12/5/2013",,,8/3/2015 0:00:00,194
,"Douglas",,"Adams","Human beings, who are almost unique in having the ability to learn from the experience of others, are also remarkable for their apparent disinclination to do so.",,"""Last Chance to See""",,,5/10/2021 0:00:00,195
,"Paul",,"Valery","The folly of mistaking a paradox for a discovery, a metaphor for a proof, a torrent of verbiage for a spring of capital truths, and oneself for an oracle, is inborn in us.",1895,,,,,196
,"Charles",,"Dickens","Annual income twenty pounds, annual expenditure nineteen six, result happiness. Annual income twenty pounds, annual expenditure twenty pound ought and six, result misery.",1849,"David Copperfield",,,,197
,"Jean",,"Giraudoux","The secret of success is sincerity; once you can fake that, you've got it made.",,"Murphy's Law, Book Two, quoted in the Charlotte Observer on 6/20/04 on page P-1",,,,198
,,,"Plutarch","A shortcut to riches is to subtract from one's desires.",,"Charlotte Observer on 6/20/04 on page P-1",,"How to get rich quickly",,199
,"Benjamin",,"Disraeli","The best way to become acquainted with a subject is to write a book about it.",,,,"Benjamin Disraeli (1804 - 1881)",,201
,"John","F","Kennedy","Those who make peaceful revolution impossible will make violent revolution inevitable.",1962,"John F. Kennedy (1917 - 1963), In a speech at the White House",,,,202
,"Hubert","H","Humphrey","You cannot go around and keep score. If you keep score on the good things and the bad things, you'll find out that you're a very miserable person. God gave man the ability to forget, which is one of the greatest attributes you have. Because if you remember everything that's happened to you, you generally remember that which is the most unfortunate.",,"Hubert H. Humphrey (1911 - 1978)",,,8/10/2015 0:00:00,203
,"George",,"Santayana","Those who cannot remember the past are condemned to repeat it.",1905,"Life of Reason, Reason in Common Sense, Scribner's, 1905, page 284",,"George Santayana (1863 - 1952) was a philosopher, poet, critic of culture and literature, and best-selling novelist. Though he wrote in English and is considered an American philosopher, he retained his Spanish citizenship throughout his life.  Santayana presents a remarkable synthesis of European and American thought. His Hispanic heritage, shaded by his sense of being an outsider in America, captures much of the apprehension and concern that are apparent as Americans find their milieux fragmented. His naturalism and emphasis on constructive imagination were harbingers of important intellectual turns on both sides of the Atlantic. He was a naturalist before naturalism grew popular; he appreciated multiple perfections before multiculturalism became an issue; he thought of philosophy as literature before it became a theme in American and European scholarly circles; and he managed to naturalize Platonism, update Aristotle, fight off idealisms, and provide a striking and sensitive account of the spiritual life without being a religious believer.",,204
